date,player_a,player_b,score_a,score_b
2025-06-13,George Zomaya,Adam Langtree,8,2
2025-06-13,Tom O'Keefe,Archy Ardkor,8,2
2025-06-13,Dylan Vonderwall,Stephen Sirocuk,8,0
2025-06-13,Mitch Adams,Brendan Hutchings,8,1
2025-06-13,Scott Healy,Dale Gifford,6,8
2025-06-13,Ramon Dunn,Braedon Hale,8,1
2025-06-13,Olan O'Mahony,Barry Wakefield,8,4
2025-06-13,Vince Barbuto,Chester Fili,5,6
2025-06-13,Warren Hume,Clint Aydon,4,6
2025-06-13,Taua Asiata,Adam Couchman,0,6
2025-06-13,Tony Begovic,Tony Wakefield,2,6
2025-06-13,Nelson Chater,Dan Lynch,6,2
2025-06-13,Shane O'Brien,Luke Jowett,4,6
2025-06-13,Bruce McQuillan,Fualaau Evagelia,6,5
2025-06-13,Anthony Jeffery,Jason Djatschenko,6,0
2025-06-13,Bailey Noblett,Steven Savannah,5,6
2025-06-13,Matty Verhulsdonk,Matt Sheedy,6,1
2025-06-13,Andy Newton,Leigh Middleton,5,6
2025-06-13,Sandy Enriquez,Riccardo Tomasello,1,6
2025-06-13,Braydan Jenkins,Dan Rushton,6,5
2025-06-13,Bryce Shergold,Matt Murcott,2,6
2025-06-13,Trent Mason,Darren Chambers,6,5
2025-06-13,Dinesh Patel,Mike Ballam,1,6
2025-06-13,Luke Yancic,Paul Llano,6,4
2025-06-13,Jabbour Wannouch,Marchi Hami,5,6
2025-06-13,Jon Carver,Dave Andrews,6,2
2025-06-13,Emannual Tongzon,Akkie Yooiam,5,6
2025-06-13,Peter Mulipola,Murat Durmaz,6,2
2025-06-13,Jason Ramsden,Chris Johnson,6,5
2025-06-13,Himal Singh,Tony Kostov,3,6
2025-06-13,Jungee Lee *,Dave Limareff,5,6
2025-06-13,Lorenzo Ernstzen,Chris Jolly Jnr,5,6
2025-06-13,Alpy Onder,Robbie Sunderland,4,6
2025-06-13,Stan Iakovakis,Ash Balgobin,5,6
2025-06-13,Melvin Chadwick,Frank Lidonnici,6,3
2025-06-13,Shane Harris,Sean Walpole,0,6
2025-06-13,Mel Lobambarda,Gavin Smith,0,6
2025-06-13,Josh Kitanovski,Michael Cody,6,2
2025-06-13,Decoda Cook,John Luczo,6,2
2025-06-13,Darren Murnane,Chester Fili,6,1
2025-06-13,Chase Daley,Clint Aydon,6,2
2025-06-13,Padraig Fanning,Adam Couchman,6,3
2025-06-13,Alan Marchingo,Tony Wakefield,6,4
2025-06-13,Andrew Luu,Nelson Chater,6,3
2025-06-13,Jack Couchman,Luke Jowett,6,3
2025-06-13,Trent Boes,Bruce McQuillan,6,2
2025-06-13,Mick Martin,Anthony Jeffery,6,2
2025-06-13,Steve Landsborough,Steven Savannah,6,5
2025-06-13,Shane Vogt,Matty Verhulsdonk,6,4
2025-06-13,Darren Shaw,Leigh Middleton,6,0
2025-06-13,Dave Eaglen,Riccardo Tomasello,6,1
2025-06-13,Dave Schneider,Braydan Jenkins,6,3
2025-06-13,Jared Stowe-Winder,Matt Murcott,5,6
2025-06-13,Shane Leonard,Trent Mason,2,6
2025-06-13,Ken Krieger,Mike Ballam,6,5
2025-06-13,John Muir,Luke Yancic,0,6
2025-06-13,Daniel Salaj,Marchi Hami,6,2
2025-06-13,Ben Hood,Jon Carver,6,5
2025-06-13,Joey Tohme,Akkie Yooiam,1,6
2025-06-13,Logan Brann,Peter Mulipola,5,6
2025-06-13,Jimmy Wida,Jason Ramsden,1,6
2025-06-13,Tony Jellett,Tony Kostov,6,3
2025-06-13,Dale Kennedy,Dave Limareff,6,3
2025-06-13,Shaief Azim,Chris Jolly Jnr,4,6
2025-06-13,Marko Bulic,Robbie Sunderland,2,6
2025-06-13,Brendan O'Brien,Ash Balgobin,6,1
2025-06-13,Kevin Malek,Melvin Chadwick,6,1
2025-06-13,Scott Adams,Sean Walpole,2,6
2025-06-13,Bronte Duncan,Gavin Smith,6,5
2025-06-13,Gavin Roberts,Josh Kitanovski,6,1
2025-06-13,Aaron Kilpatrick,Decoda Cook,3,6
2025-06-13,Darren Murnane,Chase Daley,0,6
2025-06-13,Padraig Fanning,Alan Marchingo,6,1
2025-06-13,Andrew Luu,Jack Couchman,5,6
2025-06-13,Trent Boes,Mick Martin,6,5
2025-06-13,Steve Landsborough,Shane Vogt,5,6
2025-06-13,Darren Shaw,Dave Eaglen,6,5
2025-06-13,Dave Schneider,Matt Murcott,6,2
2025-06-13,Trent Mason,Ken Krieger,6,3
2025-06-13,Luke Yancic,Daniel Salaj,6,4
2025-06-13,Ben Hood,Akkie Yooiam,6,4
2025-06-13,Peter Mulipola,Jason Ramsden,3,6
2025-06-13,Tony Jellett,Dale Kennedy,6,0
2025-06-13,Chris Jolly Jnr,Robbie Sunderland,2,6
2025-06-13,Brendan O'Brien,Kevin Malek,6,1
2025-06-13,Sean Walpole,Bronte Duncan,6,3
2025-06-13,Gavin Roberts,Decoda Cook,6,2
2025-06-13,Stuart Williams,Chase Daley,6,5
2025-06-13,Stephen Brosnahan,Padraig Fanning,6,3
2025-06-13,Hal Pritchard,Jack Couchman,5,6
2025-06-13,Tushar Singh,Trent Boes,6,3
2025-06-13,Boris Krasic,Shane Vogt,5,6
2025-06-13,Mark Williams,Darren Shaw,5,6
2025-06-13,Sam Lilly,Dave Schneider,3,6
2025-06-13,Bassam Ali,Trent Mason,6,3
2025-06-13,Trevor Parker,Luke Yancic,4,6
2025-06-13,Robert Dennis,Ben Hood,0,6
2025-06-13,Dan Sinclair,Jason Ramsden,6,2
2025-06-13,Scott Fraser,Tony Jellett,6,2
2025-06-13,Michael Tadd,Robbie Sunderland,3,6
2025-06-13,Ron Callender,Brendan O'Brien,3,6
2025-06-13,Norm Beshara,Sean Walpole,4,6
2025-06-13,Michael Mihaljevic,Gavin Roberts,1,6
2025-06-13,Stuart Williams,Stephen Brosnahan,6,5
2025-06-13,Jack Couchman,Tushar Singh,4,6
2025-06-13,Shane Vogt,Darren Shaw,6,5
2025-06-13,Dave Schneider,Bassam Ali,6,2
2025-06-13,Luke Yancic,Ben Hood,4,6
2025-06-13,Dan Sinclair,Scott Fraser,2,6
2025-06-13,Robbie Sunderland,Brendan O'Brien,6,5
2025-06-13,Sean Walpole,Gavin Roberts,6,2
2025-06-13,Brendan Hutchings,Stuart Williams,4,6
2025-06-13,Scott Healy,Tushar Singh,6,3
2025-06-13,Braedon Hale,Shane Vogt,6,4
2025-06-13,Barry Wakefield,Dave Schneider,2,6
2025-06-13,David Kelliher,Ben Hood,6,3
2025-06-13,Adam Langtree,Scott Fraser,1,6
2025-06-13,Archy Ardkor,Robbie Sunderland,6,4
2025-06-13,Stephen Sirocuk,Sean Walpole,6,4
2025-06-13,Tom O'Keefe,Scott Healy,4,8
2025-06-13,Scott Healy,Stephen Sirocuk,3,8
2025-06-13,George Zomaya,Stephen Sirocuk,3,8
2025-06-13,Olan O'Mahony,Scott Fraser,8,7
2025-06-13,Alex Alabakis,Stuart Williams,7,8
2025-06-13,Mitch Adams,Braedon Hale,8,4
2025-06-13,Dylan Vonderwall,David Kelliher,8,5
2025-06-13,Dale Gifford,Archy Ardkor,8,7
2025-06-13,Ramon Dunn,Dave Schneider,8,2
2025-06-13,Olan O'Mahony,Stuart Williams,8,4
2025-06-13,Mitch Adams,Dylan Vonderwall,8,6
2025-06-13,Dale Gifford,Ramon Dunn,5,8
2025-06-13,Stephen Sirocuk,Olan O'Mahony,5,8
2025-06-13,Mitch Adams,Ramon Dunn,5,8
2025-06-13,Olan O'Mahony,Ramon Dunn,4,8
