date,player_a,player_b,score_a,score_b
2023-10-20,Jason Yu,Morgan Evans,0,1
2023-10-20,Jason Kyranis,Brett Broderick,1,0
2023-10-20,Jakk Phillips,Michael Hayes,1,0
2023-10-20,Dean Welsh,Michael Cacciola,1,0
2023-10-20,Colin Gamble,Jeff Gluyas,1,0
2023-10-20,Matt Harmon,Stacey Vine,0,1
2023-10-20,Nathan Miller,Danyal Porter,0,1
2023-10-20,Malachy McNeill,Alec Evreniadis,1,0
2023-10-20,Matt Power,Ian Hinton,0,1
2023-10-20,Joseph Rennie,Dave Ewing,0,1
2023-10-20,Jakk Phillips,Stacey Vine,1,0
2023-10-20,Dean Welsh,Jeff Gluyas,0,1
2023-10-20,Colin Gamble,Michael Cacciola,0,1
2023-10-20,Matt Harmon,Michael Hayes,0,1
2023-10-20,Nathan Miller,Dave Ewing,1,0
2023-10-20,Malachy McNeill,Ian Hinton,0,1
2023-10-20,Matt Power,Alec Evreniadis,0,1
2023-10-20,Phillip Thorp,Danyal Porter,1,0
2023-10-20,Jakk Phillips,Alec Evreniadis,1,0
2023-10-20,Dean Welsh,Jayden Domeika,0,1
2023-10-20,Colin Gamble,Dave Ewing,0,1
2023-10-20,Matt Harmon,Ian Hinton,1,0
2023-10-20,Nathan Miller,Michael Cacciola,1,0
2023-10-20,Malachy McNeill,Michael Hayes,0,1
2023-10-20,Joseph Rennie,Stacey Vine,1,0
2023-10-20,Phillip Thorp,Jeff Gluyas,1,0
2023-10-20,Ben Foster,Sean Dempsey,1,0
2023-10-20,Stone Stenhouse,Jake McCartney,0,1
2023-10-20,Luke Foster,Gus Di Giorgio,1,0
2023-10-20,Nathan McMahon,Rob Bowen,1,0
2023-10-20,Luke Anglesey,Michael Scerri,0,1
2023-10-20,Steve Saxon,Marc Robertson,1,0
2023-10-20,Cedric Gonzales,Paull Clack,1,0
2023-10-20,Ben Judge,Ben Nunan,1,0
2023-10-20,Ben Foster,Rob Bowen,0,1
2023-10-20,Clint Kappler,Gus Di Giorgio,0,1
2023-10-20,Luke Foster,Jake McCartney,0,1
2023-10-20,Nathan McMahon,Sean Dempsey,0,1
2023-10-20,Luke Anglesey,Ben Nunan,1,0
2023-10-20,Steve Saxon,Paull Clack,0,1
2023-10-20,Cedric Gonzales,Marc Robertson,0,1
2023-10-20,Ben Judge,Michael Scerri,0,1
2023-10-20,Ben Foster,Marc Robertson,0,1
2023-10-20,Stone Stenhouse,Michael Scerri,0,1
2023-10-20,Luke Foster,Ben Nunan,0,1
2023-10-20,Nathan McMahon,Paull Clack,0,1
2023-10-20,Luke Anglesey,Jake McCartney,0,1
2023-10-20,Steve Saxon,Sean Dempsey,1,0
2023-10-20,Simon Gray,Rob Bowen,0,1
2023-10-20,Ben Judge,Gus Di Giorgio,0,1
2023-10-20,Justin Sajich,Keegan Reid,0,1
2023-10-20,Ben Crawley,Justin Stubbs,1,0
2023-10-20,Rusty Wheeler,Cooper Denmen,0,1
2023-10-20,Dinesh Sookgreep,Blair Kirkcaldy,0,1
2023-10-20,Greg Segal,Jacob Marshall,1,0
2023-10-20,Matthew Gartrell,Cale Barrett,0,1
2023-10-20,Barry Kitchener Jnr,Blake Marshall,1,0
2023-10-20,Travis Crawley,Blake Rawlings,0,1
2023-10-20,Justin Sajich,Blair Kirkcaldy,0,1
2023-10-20,Ben Crawley,Cooper Denmen,1,0
2023-10-20,Rusty Wheeler,Justin Stubbs,1,0
2023-10-20,Brent Read,Keegan Reid,0,1
2023-10-20,Greg Segal,Blake Rawlings,1,0
2023-10-20,Matthew Gartrell,Blake Marshall,0,1
2023-10-20,Barry Kitchener Jnr,Cale Barrett,0,1
2023-10-20,Travis Crawley,Jacob Marshall,0,1
2023-10-20,Justin Sajich,Cale Barrett,1,0
2023-10-20,Ben Crawley,Jacob Marshall,0,1
2023-10-20,Rusty Wheeler,Blake Rawlings,1,0
2023-10-20,Brent Read,Blake Marshall,1,0
2023-10-20,Greg Segal,Justin Stubbs,1,0
2023-10-20,Matthew Gartrell,Keegan Reid,1,0
2023-10-20,Barry Kitchener Jnr,Blair Kirkcaldy,1,0
2023-10-20,Travis Crawley,Cooper Denmen,1,0
2023-10-21,Michael Cacciola,Paull Clack,1,0
2023-10-21,Alec Evreniadis,Jake McCartney,0,1
2023-10-21,Dave Ewing,Gus Di Giorgio,1,0
2023-10-21,Michael Hayes,Rob Bowen,1,0
2023-10-21,Danyal Porter,Michael Scerri,1,0
2023-10-21,Kane Weekley,Marc Robertson,0,1
2023-10-21,Jayden Domeika,Travis Martin,1,0
2023-10-21,Stacey Vine,Ben Nunan,0,1
2023-10-21,Michael Cacciola,Scott Parker,1,0
2023-10-21,Alec Evreniadis,Gus Di Giorgio,1,0
2023-10-21,Dave Ewing,Jake McCartney,1,0
2023-10-21,Michael Hayes,Paull Clack,0,1
2023-10-21,Danyal Porter,Ben Nunan,1,0
2023-10-21,Kane Weekley,Travis Martin,0,1
2023-10-21,Jayden Domeika,Marc Robertson,1,0
2023-10-21,Stacey Vine,Michael Scerri,0,1
2023-10-21,Michael Cacciola,Marc Robertson,1,0
2023-10-21,Alec Evreniadis,Michael Scerri,0,1
2023-10-21,Dave Ewing,Sean Dempsey,0,1
2023-10-21,Michael Hayes,Travis Martin,1,0
2023-10-21,Danyal Porter,Jake McCartney,0,1
2023-10-21,Kane Weekley,Paull Clack,1,0
2023-10-21,Jayden Domeika,Scott Parker,1,0
2023-10-21,Stacey Vine,Rob Bowen,1,0
2023-10-21,Kyle Thomson,Travis Crawley,0,1
2023-10-21,Brett Broderick,Justin Sajich,0,1
2023-10-21,Morgan Evans,Brent Read,1,0
2023-10-21,Macwin Fernandes,Rusty Wheeler,0,1
2023-10-21,Brendan Kantor,Ben Crawley,1,0
2023-10-21,Nick Pilat,Greg Segal,1,0
2023-10-21,Craig Stevens,Matthew Gartrell,0,1
2023-10-21,Andy Barnett,Barry Kitchener Jnr,1,0
2023-10-21,Josh Hands,Rusty Wheeler,0,1
2023-10-21,Brett Broderick,Brent Read,1,0
2023-10-21,Morgan Evans,Justin Sajich,1,0
2023-10-21,Macwin Fernandes,Travis Crawley,0,1
2023-10-21,Brendan Kantor,Barry Kitchener Jnr,0,1
2023-10-21,Nick Pilat,Matthew Gartrell,0,1
2023-10-21,Craig Stevens,Greg Segal,0,1
2023-10-21,Andy Barnett,Ben Crawley,0,1
2023-10-21,Josh Hands,Greg Segal,0,1
2023-10-21,Brett Broderick,Ben Crawley,1,0
2023-10-21,Morgan Evans,Barry Kitchener Jnr,1,0
2023-10-21,Macwin Fernandes,Matthew Gartrell,0,1
2023-10-21,Brendan Kantor,Justin Sajich,0,1
2023-10-21,Kyle Thomson,Travis Crawley,1,0
2023-10-21,Craig Stevens,Rusty Wheeler,1,0
2023-10-21,Andy Barnett,Brent Read,1,0
2023-10-21,Chris Davis,Simon Gray,0,1
2023-10-21,William Kossack,Nathan McMahon,0,1
2023-10-21,Chris Beagley,Ben Judge,0,1
2023-10-21,Daniel Graetz,Stone Stenhouse,1,0
2023-10-21,Trai Chan,Ben Foster,1,0
2023-10-21,Ruel Dancel,Luke Anglesey,0,1
2023-10-21,Jason Yu,Steve Saxon,1,0
2023-10-21,Jason Kyranis,Luke Foster,0,1
2023-10-21,Chris Davis,Clint Kappler,1,0
2023-10-21,William Kossack,Ben Judge,1,0
2023-10-21,Chris Beagley,Nathan McMahon,0,1
2023-10-21,Daniel Graetz,Simon Gray,0,1
2023-10-21,Trai Chan,Luke Foster,0,1
2023-10-21,Ruel Dancel,Steve Saxon,0,1
2023-10-21,Jason Yu,Luke Anglesey,0,1
2023-10-21,Jason Kyranis,Cedric Gonzales,0,1
2023-10-21,Chris Davis,Luke Anglesey,0,1
2023-10-21,William Kossack,Cedric Gonzales,1,0
2023-10-21,Chris Beagley,Luke Foster,0,1
2023-10-21,Daniel Graetz,Ben Foster,0,1
2023-10-21,Trai Chan,Nathan McMahon,1,0
2023-10-21,Ruel Dancel,Simon Gray,0,1
2023-10-21,Jason Yu,Clint Kappler,0,1
2023-10-21,Jason Kyranis,Stone Stenhouse,0,1
2023-10-21,Cale Barrett,Dean Welsh,0,1
2023-10-21,Cooper Denmen,Matt Harmon,0,1
2023-10-21,Blair Kirkcaldy,Nathan Miller,0,1
2023-10-21,Keegan Reid,Jakk Phillips,0,1
2023-10-21,Justin Stubbs,Colin Gamble,1,0
2023-10-21,Jacob Marshall,Malachy McNeill,0,1
2023-10-21,Blake Rawlings,Matt Power,1,0
2023-10-21,Blake Marshall,Joseph Rennie,0,1
2023-10-21,Cale Barrett,Jakk Phillips,1,0
2023-10-21,Cooper Denmen,Nathan Miller,1,0
2023-10-21,Blair Kirkcaldy,Matt Harmon,1,0
2023-10-21,Keegan Reid,Dean Welsh,0,1
2023-10-21,Justin Stubbs,Joseph Rennie,1,0
2023-10-21,Jacob Marshall,Matt Power,1,0
2023-10-21,Blake Rawlings,Malachy McNeill,1,0
2023-10-21,Blake Marshall,Phillip Thorp,0,1
2023-10-21,Cale Barrett,Malachy McNeill,0,1
2023-10-21,Cooper Denmen,Phillip Thorp,0,1
2023-10-21,Blair Kirkcaldy,Joseph Rennie,1,0
2023-10-21,Keegan Reid,Colin Gamble,0,1
2023-10-21,Justin Stubbs,Matt Harmon,1,0
2023-10-21,Jacob Marshall,Dean Welsh,1,0
2023-10-21,Blake Rawlings,Jakk Phillips,1,0
2023-10-21,Joe Watkins,Nathan Miller,1,0
2023-10-21,Chris Davis,Greg Segal,1,0
2023-10-21,William Kossack,Justin Sajich,0,1
2023-10-21,Chris Beagley,Matthew Gartrell,1,0
2023-10-21,Daniel Graetz,Brent Read,0,1
2023-10-21,Trai Chan,Dinesh Sookgreep,1,0
2023-10-21,Ruel Dancel,Ben Crawley,1,0
2023-10-21,Jason Yu,Barry Kitchener Jnr,1,0
2023-10-21,Jason Kyranis,Rusty Wheeler,0,1
2023-10-21,Chris Davis,Brent Read,0,1
2023-10-21,William Kossack,Matthew Gartrell,0,1
2023-10-21,Chris Beagley,Justin Sajich,0,1
2023-10-21,Daniel Graetz,Greg Segal,0,1
2023-10-21,Trai Chan,Rusty Wheeler,0,1
2023-10-21,Ruel Dancel,Barry Kitchener Jnr,1,0
2023-10-21,Jason Yu,Ben Crawley,0,1
2023-10-21,Jason Kyranis,Travis Crawley,1,0
2023-10-21,Chris Davis,Ben Crawley,1,0
2023-10-21,William Kossack,Travis Crawley,1,0
2023-10-21,Chris Beagley,Rusty Wheeler,0,1
2023-10-21,Daniel Graetz,Barry Kitchener Jnr,0,1
2023-10-21,Trai Chan,Justin Sajich,0,1
2023-10-21,Ruel Dancel,Greg Segal,0,1
2023-10-21,Jason Yu,Brent Read,0,1
2023-10-21,Jason Kyranis,Matthew Gartrell,0,1
2023-10-21,Cale Barrett,Travis Martin,1,0
2023-10-21,Cooper Denmen,Jake McCartney,0,1
2023-10-21,Blair Kirkcaldy,Gus Di Giorgio,1,0
2023-10-21,Blake Marshall,Paull Clack,1,0
2023-10-21,Justin Stubbs,Michael Scerri,0,1
2023-10-21,Jacob Marshall,Sean Dempsey,1,0
2023-10-21,Blake Rawlings,Rob Bowen,0,1
2023-10-21,Joe Watkins,Scott Parker,1,0
2023-10-21,Cale Barrett,Paull Clack,0,1
2023-10-21,Cooper Denmen,Gus Di Giorgio,0,1
2023-10-21,Blair Kirkcaldy,Jake McCartney,0,1
2023-10-21,Blake Marshall,Travis Martin,0,1
2023-10-21,Justin Stubbs,Scott Parker,1,0
2023-10-21,Jacob Marshall,Rob Bowen,1,0
2023-10-21,Blake Rawlings,Marc Robertson,0,1
2023-10-21,Joe Watkins,Michael Scerri,0,1
2023-10-21,Cale Barrett,Marc Robertson,0,1
2023-10-21,Keegan Reid,Michael Scerri,1,0
2023-10-21,Blair Kirkcaldy,Scott Parker,1,0
2023-10-21,Blake Marshall,Rob Bowen,0,1
2023-10-21,Justin Stubbs,Jake McCartney,0,1
2023-10-21,Jacob Marshall,Travis Martin,1,0
2023-10-21,Blake Rawlings,Paull Clack,0,1
2023-10-21,Joe Watkins,Gus Di Giorgio,0,1
2023-10-21,Craig Stevens,Colin Gamble,1,0
2023-10-21,Brett Broderick,Matt Harmon,0,1
2023-10-21,Morgan Evans,Dean Welsh,0,1
2023-10-21,Josh Hands,Malachy McNeill,1,0
2023-10-21,Brendan Kantor,Nathan Miller,0,1
2023-10-21,Nick Pilat,Jakk Phillips,0,1
2023-10-21,Kyle Thomson,Phillip Thorp,1,0
2023-10-21,Andy Barnett,Joseph Rennie,1,0
2023-10-21,Craig Stevens,Matt Power,1,0
2023-10-21,Brett Broderick,Dean Welsh,0,1
2023-10-21,Morgan Evans,Matt Harmon,0,1
2023-10-21,Josh Hands,Colin Gamble,0,1
2023-10-21,Brendan Kantor,Joseph Rennie,1,0
2023-10-21,Macwin Fernandes,Phillip Thorp,0,1
2023-10-21,Kyle Thomson,Jakk Phillips,0,1
2023-10-21,Andy Barnett,Nathan Miller,1,0
2023-10-21,Craig Stevens,Jakk Phillips,1,0
2023-10-21,Nick Pilat,Nathan Miller,0,1
2023-10-21,Morgan Evans,Malachy McNeill,1,0
2023-10-21,Josh Hands,Phillip Thorp,1,0
2023-10-21,Brendan Kantor,Matt Harmon,1,0
2023-10-21,Macwin Fernandes,Colin Gamble,1,0
2023-10-21,Kyle Thomson,Matt Power,1,0
2023-10-21,Andy Barnett,Dean Welsh,1,0
2023-10-21,Ben Foster,Michael Hayes,0,1
2023-10-21,Luke Anglesey,Danyal Porter,0,1
2023-10-21,Luke Foster,Stacey Vine,0,1
2023-10-21,Steve Saxon,Jayden Domeika,0,1
2023-10-21,Nathan McMahon,Alec Evreniadis,1,0
2023-10-21,Simon Gray,Michael Cacciola,0,1
2023-10-21,Stone Stenhouse,Kane Weekley,1,0
2023-10-21,Clint Kappler,Dave Ewing,0,1
2023-10-21,Ben Foster,Jayden Domeika,0,1
2023-10-21,Luke Anglesey,Stacey Vine,0,1
2023-10-21,Luke Foster,Danyal Porter,1,0
2023-10-21,Ben Judge,Michael Hayes,0,1
2023-10-21,Nathan McMahon,Dave Ewing,1,0
2023-10-21,Cedric Gonzales,Ian Hinton,0,1
2023-10-21,Stone Stenhouse,Michael Cacciola,0,1
2023-10-21,Clint Kappler,Alec Evreniadis,1,0
2023-10-21,Ben Foster,Michael Cacciola,0,1
2023-10-21,Luke Anglesey,Alec Evreniadis,1,0
2023-10-21,Luke Foster,Dave Ewing,0,1
2023-10-21,Steve Saxon,Ian Hinton,0,1
2023-10-21,Nathan McMahon,Danyal Porter,0,1
2023-10-21,Simon Gray,Michael Hayes,0,1
2023-10-21,Stone Stenhouse,Jayden Domeika,1,0
2023-10-21,Clint Kappler,Stacey Vine,0,1
2023-10-23,Justin Sajich,Alex Kingsbury,1,0
2023-10-23,Travis Crawley,Nathan McMahon,1,0
2023-10-23,Rusty Wheeler,Clint Kappler,1,0
2023-10-23,Greg Segal,Stone Stenhouse,1,0
2023-10-23,Brent Read,Luke Anglesey,1,0
2023-10-23,Ben Crawley,Ben Foster,0,1
2023-10-23,Barry Kitchener Jnr,Steve Saxon,1,0
2023-10-23,Matthew Gartrell,Luke Foster,0,1
2023-10-23,Justin Sajich,Stone Stenhouse,1,0
2023-10-23,Travis Crawley,Clint Kappler,0,1
2023-10-23,Rusty Wheeler,Cedric Gonzales,1,0
2023-10-23,Greg Segal,Alex Kingsbury,0,1
2023-10-23,Brent Read,Luke Foster,0,1
2023-10-23,Ben Crawley,Steve Saxon,0,1
2023-10-23,Barry Kitchener Jnr,Ben Foster,1,0
2023-10-23,Matthew Gartrell,Luke Anglesey,0,1
2023-10-23,Justin Sajich,Ben Foster,1,0
2023-10-23,Travis Crawley,Luke Anglesey,0,1
2023-10-23,Rusty Wheeler,Luke Foster,1,0
2023-10-23,Greg Segal,Steve Saxon,1,0
2023-10-23,Brent Read,Simon Gray,0,1
2023-10-23,Ben Crawley,Alex Kingsbury,0,1
2023-10-23,Barry Kitchener Jnr,Stone Stenhouse,0,1
2023-10-23,Matthew Gartrell,Clint Kappler,1,0
2023-10-23,Michael Cacciola,Keegan Reid,0,1
2023-10-23,Michael Hayes,Justin Stubbs,1,0
2023-10-23,Dave Ewing,Cooper Denmen,0,1
2023-10-23,Jeff Gluyas,Blair Kirkcaldy,1,0
2023-10-23,Danyal Porter,Jacob Marshall,1,0
2023-10-23,Ian Hinton,Cale Barrett,1,0
2023-10-23,Jayden Domeika,Blake Marshall,1,0
2023-10-23,Stacey Vine,Joe Watkins,1,0
2023-10-23,Michael Cacciola,Blair Kirkcaldy,0,1
2023-10-23,Michael Hayes,Cooper Denmen,1,0
2023-10-23,Dave Ewing,Justin Stubbs,0,1
2023-10-23,Jeff Gluyas,Keegan Reid,0,1
2023-10-23,Kane Weekley,Joe Watkins,1,0
2023-10-23,Ian Hinton,Blake Marshall,1,0
2023-10-23,Jayden Domeika,Cale Barrett,1,0
2023-10-23,Stacey Vine,Jacob Marshall,1,0
2023-10-23,Alec Evreniadis,Cale Barrett,0,1
2023-10-23,Michael Hayes,Jacob Marshall,1,0
2023-10-23,Dave Ewing,Blake Rawlings,0,1
2023-10-23,Jeff Gluyas,Blake Marshall,0,1
2023-10-23,Kane Weekley,Justin Stubbs,1,0
2023-10-23,Danyal Porter,Keegan Reid,1,0
2023-10-23,Jayden Domeika,Blair Kirkcaldy,1,0
2023-10-23,Stacey Vine,Cooper Denmen,0,1
2023-10-23,Matt Harmon,Jason Yu,0,1
2023-10-23,Dean Welsh,Ruel Dancel,0,1
2023-10-23,Jakk Phillips,Jason Kyranis,1,0
2023-10-23,Colin Gamble,Trai Chan,1,0
2023-10-23,Phillip Thorp,William Kossack,1,0
2023-10-23,Joseph Rennie,Chris Davis,1,0
2023-10-23,Malachy McNeill,Daniel Graetz,1,0
2023-10-23,Nathan Miller,Chris Beagley,0,1
2023-10-23,Matt Harmon,Trai Chan,1,0
2023-10-23,Matt Power,Jason Kyranis,1,0
2023-10-23,Jakk Phillips,Ruel Dancel,0,1
2023-10-23,Colin Gamble,Jason Yu,0,1
2023-10-23,Phillip Thorp,Chris Beagley,1,0
2023-10-23,Joseph Rennie,Daniel Graetz,1,0
2023-10-23,Malachy McNeill,Chris Davis,0,1
2023-10-23,Nathan Miller,William Kossack,1,0
2023-10-23,Matt Harmon,Chris Davis,0,1
2023-10-23,Matt Power,William Kossack,0,1
2023-10-23,Jakk Phillips,Chris Beagley,1,0
2023-10-23,Dean Welsh,Daniel Graetz,1,0
2023-10-23,Phillip Thorp,Ruel Dancel,0,1
2023-10-23,Joseph Rennie,Jason Yu,1,0
2023-10-23,Malachy McNeill,Trai Chan,1,0
2023-10-23,Nathan Miller,Jason Kyranis,1,0
2023-10-23,Jake McCartney,Kyle Thomson,1,0
2023-10-23,Marc Robertson,Brett Broderick,1,0
2023-10-23,Rob Bowen,Josh Hands,1,0
2023-10-23,Michael Scerri,Macwin Fernandes,1,0
2023-10-23,Gus Di Giorgio,Andy Barnett,1,0
2023-10-23,Scott Parker,Craig Stevens,0,1
2023-10-23,Paull Clack,Morgan Evans,1,0
2023-10-23,Travis Martin,Brendan Kantor,0,1
2023-10-23,Jake McCartney,Nick Pilat,0,1
2023-10-23,Marc Robertson,Josh Hands,0,1
2023-10-23,Rob Bowen,Brett Broderick,1,0
2023-10-23,Michael Scerri,Kyle Thomson,1,0
2023-10-23,Gus Di Giorgio,Brendan Kantor,1,0
2023-10-23,Scott Parker,Morgan Evans,1,0
2023-10-23,Paull Clack,Craig Stevens,0,1
2023-10-23,Travis Martin,Andy Barnett,0,1
2023-10-23,Jake McCartney,Craig Stevens,0,1
2023-10-23,Marc Robertson,Andy Barnett,1,0
2023-10-23,Rob Bowen,Brendan Kantor,0,1
2023-10-23,Michael Scerri,Morgan Evans,0,1
2023-10-23,Gus Di Giorgio,Macwin Fernandes,1,0
2023-10-23,Scott Parker,Kyle Thomson,1,0
2023-10-23,Paull Clack,Nick Pilat,0,1
2023-10-23,Travis Martin,Josh Hands,1,0
2023-10-23,Justin Sajich,Phillip Thorp,1,0
2023-10-23,Matthew Gartrell,Nathan Miller,1,0
2023-10-23,Rusty Wheeler,Joseph Rennie,0,1
2023-10-23,Brent Read,Matt Harmon,1,0
2023-10-23,Greg Segal,Colin Gamble,1,0
2023-10-23,Ben Crawley,Jakk Phillips,1,0
2023-10-23,Barry Kitchener Jnr,Malachy McNeill,1,0
2023-10-23,Travis Crawley,Dean Welsh,1,0
2023-10-23,Justin Sajich,Matt Harmon,1,0
2023-10-23,Matthew Gartrell,Joseph Rennie,1,0
2023-10-23,Rusty Wheeler,Nathan Miller,1,0
2023-10-23,Brent Read,Phillip Thorp,1,0
2023-10-23,Greg Segal,Dean Welsh,0,1
2023-10-23,Ben Crawley,Malachy McNeill,0,1
2023-10-23,Barry Kitchener Jnr,Jakk Phillips,0,1
2023-10-23,Travis Crawley,Matt Power,1,0
2023-10-23,Justin Sajich,Jakk Phillips,0,1
2023-10-23,Matthew Gartrell,Matt Power,1,0
2023-10-23,Rusty Wheeler,Dean Welsh,0,1
2023-10-23,Brent Read,Malachy McNeill,0,1
2023-10-23,Greg Segal,Nathan Miller,0,1
2023-10-23,Ben Crawley,Colin Gamble,0,1
2023-10-23,Barry Kitchener Jnr,Matt Harmon,1,0
2023-10-23,Travis Crawley,Joseph Rennie,0,1
2023-10-23,Ben Foster,Keegan Reid,0,1
2023-10-23,Luke Anglesey,Justin Stubbs,0,1
2023-10-23,Luke Foster,Cooper Denmen,1,0
2023-10-23,Alex Kingsbury,Blair Kirkcaldy,1,0
2023-10-23,Nathan McMahon,Joe Watkins,1,0
2023-10-23,Stone Stenhouse,Cale Barrett,1,0
2023-10-23,Simon Gray,Blake Rawlings,0,1
2023-10-23,Steve Saxon,Blake Marshall,0,1
2023-10-23,Ben Foster,Blair Kirkcaldy,0,1
2023-10-23,Cedric Gonzales,Cooper Denmen,0,1
2023-10-23,Luke Foster,Justin Stubbs,0,1
2023-10-23,Alex Kingsbury,Keegan Reid,1,0
2023-10-23,Nathan McMahon,Blake Marshall,1,0
2023-10-23,Stone Stenhouse,Blake Rawlings,1,0
2023-10-23,Clint Kappler,Cale Barrett,1,0
2023-10-23,Steve Saxon,Joe Watkins,1,0
2023-10-23,Ben Foster,Cale Barrett,0,1
2023-10-23,Luke Anglesey,Jacob Marshall,1,0
2023-10-23,Luke Foster,Blake Marshall,1,0
2023-10-23,Alex Kingsbury,Blake Rawlings,1,0
2023-10-23,Nathan McMahon,Justin Stubbs,0,1
2023-10-23,Stone Stenhouse,Keegan Reid,0,1
2023-10-23,Clint Kappler,Blair Kirkcaldy,1,0
2023-10-23,Steve Saxon,Cooper Denmen,1,0
2023-10-23,Jason Yu,Michael Scerri,0,1
2023-10-23,Ruel Dancel,Gus Di Giorgio,0,1
2023-10-23,Chris Davis,Jake McCartney,0,1
2023-10-23,Trai Chan,Scott Parker,1,0
2023-10-23,Chris Beagley,Marc Robertson,0,1
2023-10-23,William Kossack,Rob Bowen,0,1
2023-10-23,Jason Kyranis,Paull Clack,0,1
2023-10-23,Daniel Graetz,Travis Martin,1,0
2023-10-23,Jason Yu,Scott Parker,0,1
2023-10-23,Ruel Dancel,Jake McCartney,0,1
2023-10-23,Chris Davis,Gus Di Giorgio,0,1
2023-10-23,Trai Chan,Michael Scerri,0,1
2023-10-23,Chris Beagley,Travis Martin,0,1
2023-10-23,William Kossack,Paull Clack,1,0
2023-10-23,Jason Kyranis,Rob Bowen,0,1
2023-10-23,Daniel Graetz,Marc Robertson,0,1
2023-10-23,Jason Yu,Rob Bowen,0,1
2023-10-23,Ruel Dancel,Marc Robertson,0,1
2023-10-23,Chris Davis,Travis Martin,0,1
2023-10-23,Trai Chan,Paull Clack,0,1
2023-10-23,Chris Beagley,Gus Di Giorgio,0,1
2023-10-23,William Kossack,Michael Scerri,1,0
2023-10-23,Jason Kyranis,Scott Parker,0,1
2023-10-23,Daniel Graetz,Jake McCartney,0,1
2023-10-23,Craig Stevens,Michael Hayes,0,1
2023-10-23,Nick Pilat,Danyal Porter,0,1
2023-10-23,Morgan Evans,Stacey Vine,1,0
2023-10-23,Brendan Kantor,Jayden Domeika,0,1
2023-10-23,Macwin Fernandes,Alec Evreniadis,0,1
2023-10-23,Kyle Thomson,Michael Cacciola,0,1
2023-10-23,Andy Barnett,Kane Weekley,0,1
2023-10-23,Brett Broderick,Dave Ewing,0,1
2023-10-23,Craig Stevens,Jayden Domeika,0,1
2023-10-23,Nick Pilat,Stacey Vine,0,1
2023-10-23,Morgan Evans,Danyal Porter,1,0
2023-10-23,Brendan Kantor,Michael Hayes,1,0
2023-10-23,Josh Hands,Dave Ewing,0,1
2023-10-23,Kyle Thomson,Kane Weekley,1,0
2023-10-23,Andy Barnett,Michael Cacciola,0,1
2023-10-23,Brett Broderick,Alec Evreniadis,0,1
2023-10-23,Craig Stevens,Michael Cacciola,0,1
2023-10-23,Nick Pilat,Alec Evreniadis,0,1
2023-10-23,Morgan Evans,Dave Ewing,0,1
2023-10-23,Brendan Kantor,Kane Weekley,0,1
2023-10-23,Josh Hands,Danyal Porter,0,1
2023-10-23,Kyle Thomson,Ian Hinton,1,0
2023-10-23,Andy Barnett,Jayden Domeika,0,1
2023-10-23,Macwin Fernandes,Stacey Vine,0,1
2023-10-24,Cale Barrett,Josh Hands,1,0
2023-10-24,Cooper Denmen,Kyle Thomson,0,1
2023-10-24,Blair Kirkcaldy,Nick Pilat,1,0
2023-10-24,Keegan Reid,Macwin Fernandes,0,1
2023-10-24,Justin Stubbs,Andy Barnett,1,0
2023-10-24,Joe Watkins,Craig Stevens,0,1
2023-10-24,Jacob Marshall,Brendan Kantor,1,0
2023-10-24,Blake Marshall,Morgan Evans,0,1
2023-10-24,Cale Barrett,Macwin Fernandes,0,1
2023-10-24,Cooper Denmen,Brett Broderick,1,0
2023-10-24,Blair Kirkcaldy,Kyle Thomson,1,0
2023-10-24,Keegan Reid,Josh Hands,1,0
2023-10-24,Justin Stubbs,Morgan Evans,1,0
2023-10-24,Joe Watkins,Brendan Kantor,0,1
2023-10-24,Jacob Marshall,Craig Stevens,0,1
2023-10-24,Blake Marshall,Andy Barnett,0,1
2023-10-24,Cale Barrett,Craig Stevens,0,1
2023-10-24,Cooper Denmen,Andy Barnett,1,0
2023-10-24,Blair Kirkcaldy,Morgan Evans,1,0
2023-10-24,Keegan Reid,Brendan Kantor,1,0
2023-10-24,Justin Stubbs,Kyle Thomson,1,0
2023-10-24,Blake Rawlings,Josh Hands,0,1
2023-10-24,Jacob Marshall,Macwin Fernandes,1,0
2023-10-24,Blake Marshall,Nick Pilat,0,1
2023-10-24,Dean Welsh,Stone Stenhouse,1,0
2023-10-24,Matt Power,Luke Foster,1,0
2023-10-24,Joseph Rennie,Ben Judge,1,0
2023-10-24,Matt Harmon,Steve Saxon,0,1
2023-10-24,Phillip Thorp,Luke Anglesey,0,1
2023-10-24,Jakk Phillips,Ben Foster,1,0
2023-10-24,Nathan Miller,Cedric Gonzales,0,1
2023-10-24,Malachy McNeill,Nathan McMahon,0,1
2023-10-24,Dean Welsh,Steve Saxon,1,0
2023-10-24,Matt Power,Simon Gray,0,1
2023-10-24,Joseph Rennie,Luke Foster,1,0
2023-10-24,Matt Harmon,Stone Stenhouse,1,0
2023-10-24,Phillip Thorp,Nathan McMahon,0,1
2023-10-24,Jakk Phillips,Cedric Gonzales,1,0
2023-10-24,Nathan Miller,Ben Foster,1,0
2023-10-24,Colin Gamble,Luke Anglesey,1,0
2023-10-24,Dean Welsh,Ben Foster,1,0
2023-10-24,Malachy McNeill,Luke Anglesey,1,0
2023-10-24,Joseph Rennie,Nathan McMahon,1,0
2023-10-24,Matt Harmon,Ben Judge,1,0
