date,player_a,player_b,score_a,score_b
2023-10-19,Marc Robertson,Daniel Graetz,1,0
2023-10-19,Paull Clack,Ruel Dancel,1,0
2023-10-19,Scott Parker,Trai Chan,1,0
2023-10-19,Ben Nunan,Chris Beagley,1,0
2023-10-19,Rob Bowen,William Kossack,1,0
2023-10-19,Travis Martin,Chris Davis,0,1
2023-10-19,Gus Di Giorgio,Jason Yu,1,0
2023-10-19,Jake McCartney,Chris Davis,0,1
2023-10-19,Marc Robertson,Jason Yu,1,0
2023-10-19,Paull Clack,Chris Beagley,0,1
2023-10-19,Scott Parker,William Kossack,1,0
2023-10-19,Ben Nunan,Ruel Dancel,1,0
2023-10-19,Rob Bowen,Trai Chan,1,0
2023-10-19,Sean Dempsey,Jason Kyranis,0,1
2023-10-19,Gus Di Giorgio,Daniel Graetz,1,0
2023-10-19,Craig Stevens,Blake Rawlings,1,0
2023-10-19,Brett Broderick,Keegan Reid,1,0
2023-10-19,Morgan Evans,Cooper Denmen,0,1
2023-10-19,Macwin Fernandes,Blair Kirkcaldy,0,1
2023-10-19,Josh Hands,Blake Marshall,1,0
2023-10-19,Brendan Kantor,Cale Barrett,1,0
2023-10-19,Andy Barnett,Jacob Marshall,0,1
2023-10-19,Nick Pilat,Justin Stubbs,0,1
2023-10-19,Craig Stevens,Blair Kirkcaldy,1,0
2023-10-19,Brett Broderick,Cooper Denmen,1,0
2023-10-19,Morgan Evans,Keegan Reid,1,0
2023-10-19,Macwin Fernandes,Blake Rawlings,1,0
2023-10-19,Josh Hands,Justin Stubbs,1,0
2023-10-19,Kyle Thomson,Jacob Marshall,0,1
2023-10-19,Andy Barnett,Cale Barrett,0,1
2023-10-19,Nick Pilat,Blake Marshall,1,0
2023-10-19,Craig Stevens,Cale Barrett,1,0
2023-10-19,Brett Broderick,Blake Marshall,1,0
2023-10-19,Morgan Evans,Justin Stubbs,1,0
2023-10-19,Macwin Fernandes,Jacob Marshall,0,1
2023-10-19,Josh Hands,Joe Watkins,1,0
2023-10-19,Kyle Thomson,Blake Rawlings,1,0
2023-10-19,Brendan Kantor,Blair Kirkcaldy,0,1
2023-10-19,Nick Pilat,Cooper Denmen,1,0
2023-10-19,Justin Sajich,Jake McCartney,1,0
2023-10-19,Travis Crawley,Ben Nunan,1,0
2023-10-19,Rusty Wheeler,Gus Di Giorgio,1,0
2023-10-19,Ben Crawley,Paull Clack,0,1
2023-10-19,Greg Segal,Marc Robertson,1,0
2023-10-19,Brent Read,Michael Scerri,1,0
2023-10-19,Barry Kitchener Jnr,Sean Dempsey,1,0
2023-10-19,Matthew Gartrell,Rob Bowen,0,1
2023-10-19,Justin Sajich,Paull Clack,1,0
2023-10-19,Travis Crawley,Gus Di Giorgio,1,0
2023-10-19,Rusty Wheeler,Ben Nunan,0,1
2023-10-19,Ben Crawley,Jake McCartney,0,1
2023-10-19,Greg Segal,Rob Bowen,1,0
2023-10-19,Brent Read,Sean Dempsey,0,1
2023-10-19,Barry Kitchener Jnr,Michael Scerri,0,1
2023-10-19,Matthew Gartrell,Marc Robertson,0,1
2023-10-19,Justin Sajich,Michael Scerri,1,0
2023-10-19,Travis Crawley,Marc Robertson,0,1
2023-10-19,Rusty Wheeler,Rob Bowen,0,1
2023-10-19,Ben Crawley,Sean Dempsey,0,1
2023-10-19,Greg Segal,Ben Nunan,1,0
2023-10-19,Brent Read,Jake McCartney,0,1
2023-10-19,Barry Kitchener Jnr,Paull Clack,0,1
2023-10-19,Matthew Gartrell,Travis Martin,1,0
2023-10-19,Chris Davis,Michael Hayes,1,0
2023-10-19,Jason Yu,Michael Cacciola,0,1
2023-10-19,Chris Beagley,Stacey Vine,0,1
2023-10-19,William Kossack,Jayden Domeika,0,1
2023-10-19,Trai Chan,Alec Evreniadis,0,1
2023-10-19,Daniel Graetz,Ian Hinton,0,1
2023-10-19,Ruel Dancel,Kane Weekley,0,1
2023-10-19,Jason Kyranis,Danyal Porter,1,0
2023-10-19,Chris Davis,Jayden Domeika,0,1
2023-10-19,Jason Yu,Stacey Vine,0,1
2023-10-19,Chris Beagley,Michael Cacciola,0,1
2023-10-19,William Kossack,Michael Hayes,0,1
2023-10-19,Trai Chan,Jeff Gluyas,1,0
2023-10-19,Daniel Graetz,Kane Weekley,0,1
2023-10-19,Ruel Dancel,Ian Hinton,0,1
2023-10-19,Jason Kyranis,Alec Evreniadis,0,1
2023-10-19,Chris Davis,Ian Hinton,1,0
2023-10-19,Jason Yu,Alec Evreniadis,0,1
2023-10-19,Chris Beagley,Jeff Gluyas,1,0
2023-10-19,William Kossack,Kane Weekley,0,1
2023-10-19,Trai Chan,Michael Cacciola,0,1
2023-10-19,Daniel Graetz,Michael Hayes,0,1
2023-10-19,Ruel Dancel,Dave Ewing,1,0
2023-10-19,Jason Kyranis,Stacey Vine,1,0
2023-10-19,Luke Anglesey,Malachy McNeill,1,0
2023-10-19,Ben Foster,Matt Harmon,1,0
2023-10-19,Luke Foster,Matt Power,1,0
2023-10-19,Simon Gray,Jakk Phillips,1,0
2023-10-19,Stone Stenhouse,Phillip Thorp,1,0
2023-10-19,Steve Saxon,Nathan Miller,1,0
2023-10-19,Ben Judge,Joseph Rennie,1,0
2023-10-19,Clint Kappler,Dean Welsh,0,1
2023-10-19,Luke Anglesey,Jakk Phillips,0,1
2023-10-19,Ben Foster,Matt Power,1,0
2023-10-19,Cedric Gonzales,Matt Harmon,0,1
2023-10-19,Simon Gray,Malachy McNeill,0,1
2023-10-19,Stone Stenhouse,Dean Welsh,0,1
2023-10-19,Steve Saxon,Joseph Rennie,1,0
2023-10-19,Ben Judge,Colin Gamble,1,0
2023-10-19,Clint Kappler,Phillip Thorp,0,1
2023-10-19,Luke Anglesey,Nathan Miller,0,1
2023-10-19,Ben Foster,Phillip Thorp,1,0
2023-10-19,Cedric Gonzales,Dean Welsh,1,0
2023-10-19,Nathan McMahon,Joseph Rennie,1,0
2023-10-19,Luke Foster,Matt Harmon,0,1
2023-10-19,Steve Saxon,Malachy McNeill,1,0
2023-10-19,Ben Judge,Jakk Phillips,0,1
2023-10-19,Clint Kappler,Matt Power,0,1
2023-10-20,Cale Barrett,Ruel Dancel,1,0
2023-10-20,Cooper Denmen,Jason Yu,1,0
2023-10-20,Blair Kirkcaldy,Jason Kyranis,1,0
2023-10-20,Keegan Reid,Trai Chan,0,1
2023-10-20,Justin Stubbs,William Kossack,1,0
2023-10-20,Jacob Marshall,Chris Davis,1,0
2023-10-20,Blake Rawlings,Daniel Graetz,0,1
2023-10-20,Joe Watkins,Chris Beagley,0,1
2023-10-20,Cale Barrett,Trai Chan,1,0
2023-10-20,Cooper Denmen,Jason Kyranis,0,1
2023-10-20,Blair Kirkcaldy,Jason Yu,1,0
2023-10-20,Keegan Reid,Ruel Dancel,1,0
2023-10-20,Justin Stubbs,Chris Beagley,0,1
2023-10-20,Jacob Marshall,Daniel Graetz,0,1
2023-10-20,Blake Rawlings,Chris Davis,0,1
2023-10-20,Joe Watkins,William Kossack,0,1
2023-10-20,Cale Barrett,Chris Davis,1,0
2023-10-20,Cooper Denmen,William Kossack,0,1
2023-10-20,Blair Kirkcaldy,Chris Beagley,1,0
2023-10-20,Keegan Reid,Daniel Graetz,1,0
2023-10-20,Justin Stubbs,Jason Yu,0,1
2023-10-20,Jacob Marshall,Ruel Dancel,0,1
2023-10-20,Blake Marshall,Trai Chan,1,0
2023-10-20,Joe Watkins,Jason Kyranis,0,1
2023-10-20,Jake McCartney,Nathan Miller,1,0
2023-10-20,Marc Robertson,Matt Harmon,1,0
2023-10-20,Rob Bowen,Malachy McNeill,1,0
2023-10-20,Travis Martin,Jakk Phillips,0,1
2023-10-20,Michael Scerri,Phillip Thorp,1,0
2023-10-20,Paull Clack,Colin Gamble,1,0
2023-10-20,Scott Parker,Matt Power,0,1
2023-10-20,Gus Di Giorgio,Dean Welsh,1,0
2023-10-20,Jake McCartney,Jakk Phillips,1,0
2023-10-20,Marc Robertson,Malachy McNeill,0,1
2023-10-20,Rob Bowen,Matt Harmon,1,0
2023-10-20,Ben Nunan,Nathan Miller,1,0
2023-10-20,Michael Scerri,Dean Welsh,1,0
2023-10-20,Paull Clack,Matt Power,0,1
2023-10-20,Scott Parker,Colin Gamble,0,1
2023-10-20,Gus Di Giorgio,Joseph Rennie,1,0
2023-10-20,Jake McCartney,Colin Gamble,1,0
2023-10-20,Marc Robertson,Joseph Rennie,1,0
2023-10-20,Rob Bowen,Dean Welsh,1,0
2023-10-20,Ben Nunan,Matt Power,1,0
2023-10-20,Michael Scerri,Matt Harmon,1,0
2023-10-20,Paull Clack,Phillip Thorp,1,0
2023-10-20,Scott Parker,Jakk Phillips,0,1
2023-10-20,Gus Di Giorgio,Malachy McNeill,0,1
2023-10-20,Craig Stevens,Ben Judge,0,1
2023-10-20,Brett Broderick,Nathan McMahon,0,1
2023-10-20,Macwin Fernandes,Steve Saxon,1,0
2023-10-20,Morgan Evans,Clint Kappler,1,0
2023-10-20,Brendan Kantor,Luke Anglesey,1,0
2023-10-20,Josh Hands,Ben Foster,1,0
2023-10-20,Andy Barnett,Stone Stenhouse,1,0
2023-10-20,Nick Pilat,Luke Foster,0,1
2023-10-20,Craig Stevens,Clint Kappler,1,0
2023-10-20,Brett Broderick,Steve Saxon,1,0
2023-10-20,Macwin Fernandes,Nathan McMahon,0,1
2023-10-20,Morgan Evans,Ben Judge,0,1
2023-10-20,Brendan Kantor,Luke Foster,0,1
2023-10-20,Josh Hands,Stone Stenhouse,0,1
2023-10-20,Andy Barnett,Ben Foster,0,1
2023-10-20,Kyle Thomson,Luke Anglesey,0,1
2023-10-20,Craig Stevens,Ben Foster,1,0
2023-10-20,Brett Broderick,Luke Anglesey,0,1
2023-10-20,Macwin Fernandes,Luke Foster,0,1
2023-10-20,Morgan Evans,Stone Stenhouse,0,1
2023-10-20,Brendan Kantor,Nathan McMahon,1,0
2023-10-20,Nick Pilat,Ben Judge,0,1
2023-10-20,Andy Barnett,Cedric Gonzales,0,1
2023-10-20,Kyle Thomson,Steve Saxon,1,0
2023-10-20,Michael Cacciola,Travis Crawley,0,1
2023-10-20,Alec Evreniadis,Justin Sajich,1,0
2023-10-20,Dave Ewing,Brent Read,1,0
2023-10-20,Michael Hayes,Rusty Wheeler,1,0
2023-10-20,Danyal Porter,Barry Kitchener Jnr,0,1
2023-10-20,Kane Weekley,Greg Segal,0,1
2023-10-20,Jayden Domeika,Dinesh Sookgreep,1,0
2023-10-20,Stacey Vine,Matthew Gartrell,0,1
2023-10-20,Michael Cacciola,Rusty Wheeler,0,1
2023-10-20,Alec Evreniadis,Brent Read,0,1
2023-10-20,Dave Ewing,Justin Sajich,1,0
2023-10-20,Michael Hayes,Travis Crawley,1,0
2023-10-20,Danyal Porter,Matthew Gartrell,0,1
2023-10-20,Kane Weekley,Ben Crawley,1,0
2023-10-20,Jayden Domeika,Greg Segal,0,1
2023-10-20,Stacey Vine,Barry Kitchener Jnr,1,0
2023-10-20,Michael Cacciola,Greg Segal,1,0
2023-10-20,Alec Evreniadis,Barry Kitchener Jnr,1,0
2023-10-20,Dave Ewing,Matthew Gartrell,1,0
2023-10-20,Michael Hayes,Ben Crawley,1,0
2023-10-20,Danyal Porter,Justin Sajich,1,0
2023-10-20,Kane Weekley,Travis Crawley,1,0
2023-10-20,Jayden Domeika,Rusty Wheeler,0,1
2023-10-20,Stacey Vine,Brent Read,1,0
2023-10-20,Chris Davis,Craig Stevens,0,1
2023-10-20,William Kossack,Kyle Thomson,0,1
2023-10-20,Chris Beagley,Macwin Fernandes,1,0
2023-10-20,Daniel Graetz,Morgan Evans,0,1
2023-10-20,Trai Chan,Brendan Kantor,0,1
2023-10-20,Ruel Dancel,Josh Hands,1,0
2023-10-20,Jason Yu,Andy Barnett,1,0
2023-10-20,Jason Kyranis,Nick Pilat,0,1
2023-10-20,Chris Davis,Morgan Evans,1,0
2023-10-20,William Kossack,Brett Broderick,0,1
2023-10-20,Chris Beagley,Kyle Thomson,1,0
2023-10-20,Daniel Graetz,Craig Stevens,0,1
2023-10-20,Trai Chan,Nick Pilat,1,0
2023-10-20,Ruel Dancel,Andy Barnett,0,1
2023-10-20,Jason Yu,Josh Hands,0,1
2023-10-20,Jason Kyranis,Brendan Kantor,0,1
2023-10-20,Chris Davis,Josh Hands,1,0
2023-10-20,William Kossack,Brendan Kantor,0,1
2023-10-20,Chris Beagley,Nick Pilat,1,0
2023-10-20,Daniel Graetz,Andy Barnett,0,1
2023-10-20,Trai Chan,Kyle Thomson,1,0
2023-10-20,Ruel Dancel,Macwin Fernandes,1,0
